60,Annotated lecture slides for introducing patterns,Patterns.ppt,111,0,0,-1
191,Lecture notes,SEprofession-lecture.ppt,110,0,0,-1
192,Lecture notes,SEprofession-lecture.pdf,110,0,0,-1
197,Test,test.txt,0,0,0,-1
199,Lecture Notes,UnitTesting-lecture.ppt,125,0,0,-1
200,Unit Test Planning Exercise,UnitTesting-exercise.doc,125,0,0,-1
201,KEY to Unit Test Planning Exercise,UnitTesting-exercise-key.doc,125,0,0,-1
202,Teaching Tips,Unit-Testing-teaching.doc,125,0,0,-1
207,Inspection overview,inspection_an__overview.pdf,122,0,0,-1
208,defect log,defect log.pdf,122,0,0,-1
209,Inspection overview,inspection_an__overview.pdf,122,0,0,-1
210,defect log,defect log.pdf,122,0,0,-1
211,Software Quality Attribute Scenario Handout,Quality Attribute Scenarios.doc,127,0,0,-1
212,,Assignment-2.tech.pdf,123,0,0,-1
213,,Assignment-2.tech-info.pdf,123,0,0,-1
215,"Extreme Programming Notes, Lab, &amp; Exercise",XP.doc,129,0,0,-1
221,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
222,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
223,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
224,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
225,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
226,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
227,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
228,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
229,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
230,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
231,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
232,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
233,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
234,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
235,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
236,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
237,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
238,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
241,UW-Plattevilles Course Syllabus for Software Maintenance class,se386Spr2005_Syllabus.doc,0,0,0,-1
242,"Homework example, showing goals of creating the artifacts and then interacting about them and assessing results. ",storyboard_assignment.doc,130,0,0,-1
243,"Homework example, showing goals of creating the artifacts and then interacting about them and assessing results.",storyboard_assignment.doc,130,0,0,-1
245,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
246,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
247,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
248,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
249,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
250,Project kick-off role assignment description.,Software_Project_intro.doc,133,0,0,-1
251,Project kick-off role assignment description.,Software_Project_intro.doc,133,0,0,-1
252,Project kick-off role assignment description.,Software_Project_intro.doc,133,0,0,-1
253,Project kick-off role assignment description.,Software_Project_intro.doc,133,0,0,-1
254,UW-Plattevilles Course Syllabus for Software Maintenance class,se386Spr2005_Syllabus.doc,0,0,0,-1
255,List of course activities,se386Spr2005.html,134,0,0,-1
256,Lab_001_Structured Analysis,se386_Spr2005_Lab_001_StructAnalysis.doc,134,0,0,-1
257,Lab_002_Compile Puff,se386_Spr2005_Lab_002_CompilePuff.doc,134,0,0,-1
258,Lab_003_Dynamic Analysis using RECON3,se386_Spr2005_Lab_003_DynamicAnalysis_RECON3.doc,134,0,0,-1
259,Lab_004 Structured Analysis of PUFF,se386_Spr2005_Lab_004_StructAnalysis of PUFF.doc,134,0,0,-1
260,Lab_005_OOA&amp;D of Puff to produce Classes,se386_Spr2005_Lab_005_Classes.doc,134,0,0,-1
261,Lab_006_Target System Questions,se386_Spr2005_Lab_006_TargetSystem.doc,134,0,0,-1
262,Example Project Report,se386_Spr2005_SampleProjectReport.doc,134,0,0,-1
263,Example Time Log,se386SampleTimeLog.xls,134,0,0,-1
264,Example Progress Report,se386_Spr2005_Example ProgressReport.doc,134,0,0,-1
265,"The project assignment, which gives the report structure, instructions for production, and grading criteria.",project-report.html,135,0,0,-1
266,A template that students may use as the basis for their own HTML file.  They are required to submit a nicely laid out document with clean underlying HTML.,write-template.html,135,0,0,-1
267,"Grading rubric #1 (based on Word printmerge capabiltiy) -- grading of section 1 and section 4, layout issues, and writing issues",write-rubric1.pdf,135,0,0,-1
268,Grading rubric #1 filled in (as an example),write-fillin1.pdf,135,0,0,-1
269,"Grading rubric #2, page 1 (based on Word printmerge capability) -- grading of either section 2 or section 3 plus layout and writing issues directly related to that section",write-rubric2-p1.pdf,135,0,0,-1
93,OSE2 Exercise,ose2-exercise.doc,87,0,0,-1
94,OSE2 Exercise Key,ose2-exercise-key.doc,87,0,0,-1
95,OSE2 Exercise Key,ose2-exercise-key.pdf,87,0,0,-1
96,OSE2 Teaching Tips,ose2-teaching.doc,87,0,0,-1
270,"Grading rubric #2, page 2",write-rubric2-p2.pdf,135,0,0,-1
271,"Grading rubric #2, page 1 -- filled in (as an example)",write-fillin2-p1.pdf,135,0,0,-1
272,"Grading rubric #2, page 2 -- filled in (as an example)",write-fillin2-p2.pdf,135,0,0,-1
273,"The project assignment, which gives the report structure, instructions for production, and grading criteria.",project-report.html,135,0,0,-1
274,A template that students may use as the basis for their own HTML file.  They are required to submit a nicely laid out document with clean underlying HTML.,write-template.html,135,0,0,-1
275,"Grading rubric #1 (based on Word printmerge capabiltiy) -- grading of section 1 and section 4, layout issues, and writing issues",write-rubric1.pdf,135,0,0,-1
276,Grading rubric #1 filled in (as an example),write-fillin1.pdf,135,0,0,-1
277,"Grading rubric #2, page 1 (based on Word printmerge capability) -- grading of either section 2 or section 3 plus layout and writing issues directly related to that section",write-rubric2-p1.pdf,135,0,0,-1
278,"Grading rubric #2, page 2",write-rubric2-p2.pdf,135,0,0,-1
279,"Grading rubric #2, page 1 -- filled in (as an example)",write-fillin2-p1.pdf,135,0,0,-1
280,"Grading rubric #2, page 2 -- filled in (as an example)",write-fillin2-p2.pdf,135,0,0,-1
281,"The project assignment, which gives the report structure, instructions for production, and grading criteria.",project-report.html,135,0,0,-1
282,A template that students may use as the basis for their own HTML file.  They are required to submit a nicely laid out document with clean underlying HTML.,write-template.html,135,0,0,-1
283,"Grading rubric #1 (based on Word printmerge capabiltiy) -- grading of section 1 and section 4, layout issues, and writing issues",write-rubric1.pdf,135,0,0,-1
284,Grading rubric #1 filled in (as an example),write-fillin1.pdf,135,0,0,-1
285,"Grading rubric #2, page 1 (based on Word printmerge capability) -- grading of either section 2 or section 3 plus layout and writing issues directly related to that section",write-rubric2-p1.pdf,135,0,0,-1
286,"Grading rubric #2, page 2",write-rubric2-p2.pdf,135,0,0,-1
287,"Grading rubric #2, page 1 -- filled in (as an example)",write-fillin2-p1.pdf,135,0,0,-1
288,"Grading rubric #2, page 2 -- filled in (as an example)",write-fillin2-p2.pdf,135,0,0,-1
335,"Object-Oriented Design Principles and Patterns<br>Design exercise",DesignPrinciplesAndPatterns.ppt,138,0,0,-1
336,Design Problem - Two-player board game,Unit1-BoardGame.htm,138,0,0,-1
337,Design Problem - Automobile Maintenance and Diagnosis System,Unit1-AutoDiagnostic.htm,138,0,0,-1
343,Exercise #1,SWmaintExercise1.htm,142,0,0,-1
344,Exercise #2,SWmaintExercise2.htm,142,0,0,-1
345,Exercise #3,SWmaintExercise3.htm,142,0,0,-1
346,Exercise #1,SWmaintExercise1.htm,142,0,0,-1
347,Exercise #2,SWmaintExercise2.htm,142,0,0,-1
348,Exercise #3,SWmaintExercise3.htm,142,0,0,-1
349,Defect and Maintenance Report - linked from Exercise #3 and also used in Exercise #4,defect_and_maintenance_report_template.htm,142,0,0,-1
379,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
380,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
381,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
382,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
383,Problem solution,RequestEntrySolution.doc,144,0,0,-1
384,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
385,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
386,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
387,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
388,Problem solution,RequestEntrySolution.doc,144,0,0,-1
389,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
390,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
391,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
392,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
393,Problem solution,RequestEntrySolution.doc,144,0,0,-1
394,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
395,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
396,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
397,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
398,Problem solution,RequestEntrySolution.doc,144,0,0,-1
399,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
400,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
401,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
402,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
403,Problem solution,RequestEntrySolution.doc,144,0,0,-1
434,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
435,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
436,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
437,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
438,Problem solution,RequestEntrySolution.doc,144,0,0,-1
439,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
440,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
441,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
442,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
443,Problem solution,RequestEntrySolution.doc,144,0,0,-1
446,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
447,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
448,Problem solution,RequestEntrySolution.doc,144,0,0,-1
449,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
450,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
451,Description of lab access problem,LabRequestEntry.doc,144,0,0,-1
452,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,144,0,0,-1
453,Problem solution,RequestEntrySolution.doc,144,0,0,-1
110,Informal specification exercise,req01-exercise.html,104,0,0,-1
111,Teaching tips,req01-teaching.html,104,0,0,-1
112,Key to informal specification exercise,req01-exercise-key.html,104,0,0,-1
113,Key to informal specification exercise,req01-exercise-key (1).html,104,0,0,-1
444,"Applying Use Case Templates (lecture notes, 18 slides)",UsingUseCaseTemplates v2.ppt,144,0,0,-1
445,Use Case Template,UseCaseTemplate-v1.doc,144,0,0,-1
714,,,0,0,0,0
722,PSP introductory lecture,PSP-lecture.ppt,176,0,0,-1
460,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
461,Solution to homework assignment,HasAccessSolution.doc,157,0,0,-1
463,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
464,Solution to homework assignment,HasAccessSolution.doc,157,0,0,-1
466,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
467,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
468,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
470,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
471,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
472,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
473,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
475,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
476,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
477,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
478,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
480,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
481,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
482,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
483,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
485,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
486,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
487,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
488,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
494,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
495,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
496,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
497,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
499,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
500,Use case template,UseCaseTemplate-v1.doc,157,0,0,-1
501,Homework assigment (existing use case),HasAccessHomework.doc,157,0,0,-1
502,Solution to homework assignment (refined use case),HasAccessSolution.doc,157,0,0,-1
503,Presentation Slides in MS Powerpoint.  Teaching Tips in Notes Section of Slides.,swenet_VAV.ppt,143,0,0,-1
504,Exercises for In Class or Exam Questions,swenet_VAV_Exercise.doc,143,0,0,-1
505,Presentation Slides in MS Powerpoint.  Teaching Tips in Notes Section of Slides.,swenet_VAV.ppt,143,0,0,-1
506,Exercises for In Class or Exam Questions,swenet_VAV_Exercise.doc,143,0,0,-1
507,Presentation Slides in MS Powerpoint.  Teaching Tips in Notes Section of Slides.,swenet_VAV.ppt,143,0,0,-1
522,test,test.txt,0,0,0,-1
523,Software Quality Attribute Scenario Handout,Quality Attribute Scenarios.doc,127,0,0,-1
534,Use Case Template,UseCaseTemplate-v1.doc,158,0,0,-1
535,Description of lab access problem,LabRequestEntry.doc,158,0,0,-1
536,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,158,0,0,-1
537,Problem solution,RequestEntrySolution.doc,158,0,0,-1
538,Lecture Notes (19 Slides),UsingUseCaseTemplates v3b.ppt,158,0,0,-1
539,Use Case Template,UseCaseTemplate-v1.doc,158,0,0,-1
540,Description of lab access problem,LabRequestEntry.doc,158,0,0,-1
541,Lab exercise guidance/instructor notes,LabRequestEntryNotes.doc,158,0,0,-1
542,Problem solution,RequestEntrySolution.doc,158,0,0,-1
543,Lecture Notes (19 Slides),UsingUseCaseTemplates v3b.ppt,158,0,0,-1
544,Problem Statement,problem-statement.htm,149,0,0,-1
545,Solution 1,solution1.ppt,149,0,0,-1
546,Solution 2.,solution2.doc,149,0,0,-1
547,Tips for Instructors,tips-for-instructor.doc,149,0,0,-1
548,Grading Criteria,grading_criterion.doc,149,0,0,-1
549,Problem Statement,problem-statement.htm,149,0,0,-1
550,Solution 1,solution1.ppt,149,0,0,-1
551,Solution 2.,solution2.doc,149,0,0,-1
552,Tips for Instructors,tips-for-instructor.doc,149,0,0,-1
553,Grading Criteria,grading_criterion.doc,149,0,0,-1
554,Problem Statement,problem-statement.htm,149,0,0,-1
555,Solution 1,solution1.ppt,149,0,0,-1
556,Solution 2.,solution2.doc,149,0,0,-1
557,Tips for Instructors,tips-for-instructor.doc,149,0,0,-1
558,Grading Criteria,grading_criterion.doc,149,0,0,-1
559,1 of 2 team assignments - requirements specification and user interface design,PalmRequirementsProj.doc,159,0,0,-1
560,2nd - adding a requirements elicitation phase and experience in using Statecharts to the above,elicitation-prototyping-assignment.html,159,0,0,-1
561,Supporting Lecture Slides 1 - requirements elicitation,elicitation.ppt,159,0,0,-1
562,Supporting Lecture Slides 2 - user interface design,Requirements_UID.ppt,159,0,0,-1
563,Supporting Lecture Slides 3 - statechart formalism,statecharts.ppt,159,0,0,-1
564,PalmOS executable demo for optional use with the UID slides and the PalmOS Simulator (see slide notes),BBallStatsD.prc,159,0,0,-1
565,UW-Plattevilles Course Syllabus for Software Maintenance class,se386Spr2005_Syllabus.doc,134,0,0,-1
566,List of course activities,se386Spr2005.html,134,0,0,-1
114,Informal specification exercise,req01-exercise.pdf,104,0,0,-1
115,Teaching tips,req01-teaching.pdf,104,0,0,-1
116,Key to informal specification exercise,req01-exercise-key.pdf,104,0,0,-1
198,Test,test.txt,0,0,0,-1
216,"Extreme Programming Notes, Lab, &amp; Exercise",XP.doc,129,0,0,-1
217,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
218,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
219,Extreme Programming Notes &amp; Lab,XP.doc,129,0,0,-1
220,Exercise: Comparison of SEI CMM and XP,XPvsSEI.doc,129,0,0,-1
244,Problem statement introduction with example,Problem_Statement_sample.doc,131,0,0,-1
330,,m1. FoundationPrograms.doc,136,0,0,-1
350,Exercise #1,SWmaintExercise1.htm,142,0,0,-1
351,Exercise #2,SWmaintExercise2.htm,142,0,0,-1
352,Exercise #3,SWmaintExercise3.htm,142,0,0,-1
353,Defect and Maintenance Report - linked from Exercise #3 and also used in Exercise #4,defect_and_maintenance_report_template.htm,142,0,0,-1
354,Exercise #4,SWmaintExercise4.htm,142,0,0,-1
355,Exercise #5,SWmaintExercise5.htm,142,0,0,-1
356,Exercise #1,SWmaintExercise1.htm,142,0,0,-1
357,Exercise #2,SWmaintExercise2.htm,142,0,0,-1
358,Exercise #3,SWmaintExercise3.htm,142,0,0,-1
359,Defect and Maintenance Report - linked from Exercise #3 and also used in Exercise #4,defect_and_maintenance_report_template.htm,142,0,0,-1
360,Exercise #4,SWmaintExercise4.htm,142,0,0,-1
361,Exercise #5,SWmaintExercise5.htm,142,0,0,-1
458,"Use Case Refinement (lecture notes, 11 &quot;boards&quot;",Use Case Refinement Lecture Notes.doc,157,0,0,-1
508,Exercises for In Class or Exam Questions,swenet_VAV_Exercise.doc,143,0,0,-1
567,Lab_001_Structured Analysis,se386_Spr2005_Lab_001_StructAnalysis.doc,134,0,0,-1
568,Lab_002_Compile Puff,se386_Spr2005_Lab_002_CompilePuff.doc,134,0,0,-1
569,Lab_003_Dynamic Analysis using RECON3,se386_Spr2005_Lab_003_DynamicAnalysis_RECON3.doc,134,0,0,-1
570,Lab_004 Structured Analysis of PUFF,se386_Spr2005_Lab_004_StructAnalysis of PUFF.doc,134,0,0,-1
