83,"Bourque P. and Dupuis R., eds. Guide to the Software Engineering Body of Knowledge, IEEE CS Press, Los Alamitos, Calif., 2001.",,5
84,"Bourque P. and Dupuis R., eds. Guide to the Software Engineering Body of Knowledge, IEEE CS Press, Los Alamitos, Calif., 2001.",http://www.swebok.org,1
84,"""Brooks, F. P., The Mythical Man Month, Chapter 2: The Mythical Man Month  pp. 13-26  Addison-Wesley  1999.""",,2
84,"""Ferguson, P., Humphrey, W., Khajenoori, S.,  Macke, S., and Matvya, A. Introducing the Personal Software Process: Three Industry Case Studies  Computer, pp. 24-31, May 1997.""",,3
84,"""Fleming, R., A Fresh Perspective on Old Problems  IEEE Software  pp 106-113 January 1999.""",,4
84,"""Highsmith, J. and Cockburn, A., Agile Development: The Business of Innovation   pp. 120-122 Computer  September 2001.""",,5
84,"""Paulk, M., Extreme Programming from a CMM Perspective  IEEE Software  pp. 19-26  November 2001.""",,6
84,"""Webb, D. and Humphrey, W. S., Using the TSP on the TaskView Project CrossTalk  Journal of Defense Software Engineering  pp. 3-10  February 1999.""",http://www.stsc.hill.af.mil/crosstalk/frames.asp?uri=1999/02/webb.asp,7
86,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 & Nov-Dec 1997",http://members.aol.com/acockburn/papers/usecases.htm,1
86,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001.",,2
86,"Fowler, M., UML Distilled, 2nd Edition, Addison Wesley, 2001.",,3
86,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992.",,4
86,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.6.	Texel P.P. & Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997",,5
86,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,6
91,"ACM/IEEE-CS Joint Task Force on Software Engineering Ethics and Professional Practices, Software Engineering Code of Ethics and Professional Practice, Version 5.2",http://www.acm.org/serving/se/code.htm,1
91,http://seeri.etsu.edu/default.htm,http://seeri.etsu.edu/default.htm,2
91,http://csciwww.etsu.edu/gotterbarn/SECEPP/,http://csciwww.etsu.edu/gotterbarn/SECEPP/,3
91,http://computingcases.org/,http://computingcases.org/,4
91,http://www.onlineethics.org/,http://www.onlineethics.org/,5
104,"Robertson S. and Robertson J. Mastering the Requirements Process. Addison-Wesley, 1999.",,1
104,Software Engineering Body of Knowledge,www.swebok.org,2
106,"Davis, N. and Mullaney, J., The Team Software Process (TSP) in Practice: A Summary of Recent Results, CMU/SEI-2003-TR-014, Software Engineering Institute, Carnegie Mellon University, September 2003.",http://www.sei.cmu.edu/tsp/recommended-reading.html,1
106,"""Ferguson, P., Humphrey, W., Khajenoori, S., Macke, S., and Matvya, A. Introducing the Personal Software Process: Three Industry Case Studies  Computer, pp. 24-31, May 1997"" ",,2
106,"Hayes, W. and Over, J.W., The Personal Software Process: An Empirical Study of the Impact of PSP on Individual Engineers, CMU/SEI-97-TR-001, Software Engineering Institute, Carnegie Mellon University, December 1997.",http://www.sei.cmu.edu/tsp/recommended-reading.html,3
106,"Humphrey, Watts S., A Discipline for Software Engineering, Addison Wesley, 1995.",,4
106,"Humphrey, Watts S., Introduction to the Personal Software Process, Addison Wesley, 1997.",,5
106,"Paulk, Mark C., et. al., Capability Maturity Model for Software, Version 1.1, CMU/SEI-93-TR-024, Software Engineering Institute, Carnegie Mellon University, 1993. ",,6
106,"Software Engineering Measurement and Analysis, Process Maturity Profile: Software CMM, CBA IPI and SPA Appraisal Results, 2003 Mid-Year Update, Software Engineering Institute, Carnegie Mellon University September 2003. ",http://www.sei.cmu.edu/sema/pdf/SW-CMM/2003sepSwCMM.pdf,7
109,More resources are given in the module materials.,,1
110,"ACM/IEEE-CS Joint Task Force on Software Engineering Ethics and Professional Practices, Software Engineering Code of Ethics and Professional Practice , Version 5.2.",http://www.acm.org/serving/se/code.htm,1
110,"Ariane 5 Inquiry Board, Ariane 5 Flight 501 Failure Report, European Space Agency, July 19, 1996.",http://www.mssl.ucl.ac.uk/www_plasma/missions/cluster/about_cluster/cluster1/ariane5rep.html,2
110,"Gleick, James, A Bug and a Crash, New York Times Magazine, December1, 1996.",,3
110,"Ford, G. and Gibbs, N. E., A Mature Profession of Software Engineering, CMU/SEI-96-TR-004, Software Engineering Institute, Carnegie Mellon University, Pittsburgh, PA, 1996.",http://www.sei.cmu.edu/publications/documents/96.reports/96.tr.004.html,4
110,"Jezequel , J. and Meyer, B., Design by Contract: The Lessons of Ariane, Computer, January 1997.",,5
110,"Lethbridge, T., What Knowledge is Important to a Software Engineer?, Computer, Vol 33, No. 6, pp. 44-50, May 2000.",,6
111,"Gamma, E., Helm, R., Johnson, R., and Vlissides, J. Design Patterns: Elements of Reusable Object-Oriented Software. Addison-Wesley, 1994.",,1
111,"Buschmann, F., Meunier, R., Rohnert, H., Sommerlad, P., Stal, M. Pattern-Oriented Software Architecture. John Wiley & Sons, 1996.",,2
111,"Schmidt, D., Stal, M., Rohnert, H., Buschmann, F. Pattern-Oriented Software Architecture (Vol. 2). John Wiley & Sons, 2000.",,3
111,"Grand, M. Patterns in Java. John Wiley & Sons, 1998.",,4
111,"Shalloway, A., and Trott, J. Design Patterns Explained. Addison-Wesley, 2002.",,5
111,Hillside Patterns Group Home Page,http://hillside.net/patterns,6
111,Design Patterns Wiki Web,http://c2.com/cgi/wiki?DesignPatterns,7
115,"Beck, K., and Gamma, E. Test Infected: Programmers Love Writing Tests, http://members.pingnet.ch/gamma/junit.htm, accessed July 2004.",http://members.pingnet.ch/gamma/junit.htm,1
115,"Binder, R.V., Testing Object-Oriented Systems, Addison-Wesley, 1999.",,2
115,"Humphrey, Watts S., A Discipline for Software Engineering, Addison Wesley, 1995.",,3
115,"McConnell, Steve, Code Complete, A Practical Handbook of Software Construction, Microsoft Press, 1993.",,4
115,"Jorgensen, Paul C., Software Testing: A Craftsman�s Approach, 2nd edition, CRC Press, 2002. ",,5
115,"Pfleeger, S., Software Engineering Theory and Practice, 2nd Edition, Prentice-Hall, 2001. ",,6
116,"Jacky J.. The Way of Z: Practical Programming with Formal Methods, Cambridge University Press, 1997.",,1
116,"Diller A.. Z: An Introduction to Formal Methods, Second Edition, John Wiley & Sons, 1994.",,2
116,Z/EVES syntax checker and theorem prover,http://www.ora.on.ca/z-eves/,3
125,"Beck, K., and Gamma, E. Test Infected: Programmers Love Writing Tests, http://members.pingnet.ch/gamma/junit.htm, accessed July 2004.",http://members.pingnet.ch/gamma/junit.htm,1
125,"Binder, R.V., Testing Object-Oriented Systems, Addison-Wesley, 1999.",,2
125,"Humphrey, Watts S., A Discipline for Software Engineering, Addison Wesley, 1995.",,3
125,"McConnell, Steve, Code Complete, A Practical Handbook of Software Construction, Microsoft Press, 1993.",,4
125,"Jorgensen, Paul C., Software Testing: A Craftsman�s Approach, 2nd edition, CRC Press, 2002. ",,5
125,"Pfleeger, S., Software Engineering Theory and Practice, 2nd Edition, Prentice-Hall, 2001. ",,6
129,"Extreme Programming Explored, William C Wake, Addison Wesley, 2002",,1
129,"Balancing Agility and Discipline, Barry Boem, Richard Turner, Addison Wesley, 2004",,2
129,"Software Project Management in Practice, Pankaj Jalote, Addison Wesley, 2002",,3
130,"1. Managing Software Requirements: A Use Case Approach, Second Edition, by Dean Leffingwell and Don Widrig, ISBN: 032112247X, Ch 13.",,1
130,"Storyboarding 101, by James O. Fraioli.  Michael Weise Productions, 2000, ISBN 0-941188-25-6.",,2
130,"Designing Visual Language, by Charles Bostelnick and David D. Roberts. Allyn and Bacon, 1998, ISBN 0-205-20022-2, p. 42.",,3
131,"Problem Seeking:  An Architectural Programming Primer, Third Edition by William Pena.  AIA Press, 1987, ISBN 0-913962-87-2.",,1
133,"Similar methods presented at CSEE&amp;T 2005 by Dr. Amir Zeid, The American University in Cairo, Egypt.",http://www.site.uottawa.ca/cseet2005/program.html#w1,1
135,A list of all the projects created in CS373 from 1997 to the present; many of these are good candidates for students to review as part of this assignment.,http://www.cs.utexas.edu/users/s2s/admin/s2s-cross-ref.html,1
135,The documentation standards and other documents that guided the creation of the various projects.  The standards have evolved over the semesters.,http://www.cs.utexas.edu/users/s2s/admin/s2s-documents.html,2
135,"Reviews from earlier semesters, organized by project and set up to make the student identity anonymous.  THIS SHOULD NOT BE REVEALED TO STUDENTS!  WHEN I MAKE THE ASSIGNMENT, I OFTEN CONCEAL THIS DIRECTORY ENTIRELY.  (This collection of the reviews has been useful int he process of evolving the projects for other uses.)",http://www.cs.utexas.edu/users/s2s/reviews/,3
135,The projects at this site are more polished than those in the first resource.  These projects have been developed further for inclusion on UT Austin's UTOPIA site.  One can still reach the original project page from the menu on the left for each project.,http://z.cs.utexas.edu/users/s2s/utopia/home/allProjects.php,4
137,"Somerville, Ian, Software Engineering, 7th edition, Addison Wesley, 2004.",,1
138,"Gamma, E., Helm, R., Johnson, R., and Vlissides, J. Design Patterns: Elements of Reusable Object-Oriented Software. Addison-Wesley, 1994.",,1
139,"Gamma, E., Helm, R., Johnson, R., and Vlissides, J. Design Patterns: Elements of Reusable Object-Oriented Software. Addison-Wesley, 1994.",,1
143,"1. Sommerville, Ian, Software Engineering, 7th Edition, Addison Wesley, 2005.<br>2. Bach, James, &quot;A Framework for Good Enough Testing,&quot; Computer, vol. 31,  no. 10,  pp. 124-126,  October  1998.<br>3. Jorgenson, Paul, Software Testing: A Craftsman�s Approach, 2nd Ediion, CRC Press, 2002.<br>",,1
144,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
144,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001. ",,2
144,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
144,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992. ",,4
144,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
144,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997<br>",,6
144,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
144,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
144,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
145,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
145,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001.",,2
145,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
145,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992.",,4
145,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
145,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997.",,6
145,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
145,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
145,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
146,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
146,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001. ",,2
146,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
146,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992. ",,4
146,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
146,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997<br>",,6
146,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
146,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
146,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
148,This module has evolved from a course taught by Mark Ardis at Rose-Hulman University. This link currently leads to the site for the course as taught during the Spring 2005 semester.  The relevant lectures are those from April 14 through April 26.,http://www.rose-hulman.edu/class/csse/csse376/,1
149,"Software Architecture in Practice (2nd edition) by Bass, Clements, Kazman, Addison-Wesley, 2003,<br>",,1
149,"An introduction to Software Architecture by Garland and Shaw, January 1994, CMU-CS-94-166.<br><br>",,2
149,"OMG Unified Modeling Language Specification, March 2003, Version 1.5.",,3
151,This module has evolved from a course taught by Mark Ardis at Rose-Hulman University. This link currently leads to the site for the course as taught during the Spring 2005 semester.  The relevant lectures are those from April 14 through April 26.,http://www.rose-hulman.edu/class/csse/csse376/,1
157,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
157,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001.",,2
157,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
157,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992.",,4
157,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
157,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997.",,6
157,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
157,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
157,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
158,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
158,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001. ",,2
158,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
158,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992. ",,4
158,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
158,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997<br>",,6
158,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
158,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
158,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
159,Various links may be found in the notes of the slides,,1
162,"Blaha &amp; Rumbaugh, Object-Oriented Modeling and Design with UML, Prentice-Hall (2nd ed.), 2005.",,1
162,"Larman, Applying UML and Patterns (3rd ed.), Prentice-Hall, 2005.",,2
163,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
163,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001. ",,2
163,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
163,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992. ",,4
163,"Larman, C., Applying UML and Patterns, 2nd Ed., Prentice-Hall, 2002.",,5
163,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997<br>",,6
163,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,7
163,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,8
163,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,9
164,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
164,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001.",,2
164,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
164,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992.",,4
164,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997.",,5
164,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,6
164,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,7
164,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,8
164,"Larman, C., Applying UML and Patterns, 3rd Ed., Prentice-Hall, 2005.",,9
165,"Cockburn, Alistair,�Structuring Use Cases with Goals�, Journal of Object-Oriented Programming, Sep-Oct 1997 &amp; Nov-Dec 1997.",http://alistair.cockburn.us/crystal/articles/sucwg/structuringucswithgoals.htm,1
165,"Cockburn, Alistair, Writing Effective Use Cases, Addison-Wesley, 2001.",,2
165,"Fowler, M., UML Distilled, 3nd Edition, Addison Wesley, 2004.",,3
165,"Jacobson, Ivar, Object-Oriented software engineering: A Use-Driven approach, Addison-Wesley, 1992.",,4
165,"P.P. &amp; Williams C.B., Use Cases Combined with Booch, OMT, UML Process and Products, Prentice Hall, 1997.",,5
165,Use Case Zone,http://www.pols.co.uk/use-case-zone/index.html,6
165,"Bittner and Spence, �Use Case Modelling,� Addison Wesley, 2003.",,7
165,"Leffingwell and Widrig, �Managing Software Requirements: A Use Case Approach,� 2nd Ed., Addison Wesley, 2003.",,8
165,"Larman, C., Applying UML and Patterns, 3rd Ed., Prentice-Hall, 2005.",,9
166,"Blaha &amp; Rumbaugh, Object-Oriented Modeling and Design with UML, Prentice-Hall (2nd ed.), 2005.",,1
166,"Larman, Applying UML and Patterns (3rd ed.), Prentice-Hall, 2005.",,2
167,"Object-Oriented Software Engineering: Using UML, Patterns and Java (2nd Edition) by Bernd Bruegge, Allen H. Dutoit",,1
167,Applying UML and Patterns: An Introduction to Object-Oriented Analysis and Design and the Unified Process (2nd Edition) by Craig Larman,,2
167,"An Introduction to Object-Oriented Programming, 2e, by Timothy Budd, Addison-Wesley, 1997",,3
176,"Davis, N. and Mullaney, J., The Team Software Process (TSP) in Practice: A Summary of Recent Results, CMU/SEI-2003-TR-014, Software Engineering Institute, Carnegie Mellon University, September 2003.",http://www.sei.cmu.edu/tsp/recommended-reading.html,1
176,"""Ferguson, P., Humphrey, W., Khajenoori, S., Macke, S., and Matvya, A. Introducing the Personal Software Process: Three Industry Case Studies  Computer, pp. 24-31, May 1997. """,,2
176,"Hayes, W. and Over, J.W., The Personal Software Process: An Empirical Study of the Impact of PSP on Individual Engineers, CMU/SEI-97-TR-001, Software Engineering Institute, Carnegie Mellon Unversity, December 1997.",http://www.sei.cmu.edu/tsp/recommended-reading.html,3
176,"Humphrey, Watts S., A Discipline for Software Engineering, Addison Wesley, 1995.",,4
176,"Humphrey, Watts S., Introduction to the Personal Software Process, Addison Wesley, 1997.",,5
176,"Paulk, Mark C., et. al., Capability Maturity Model for Software, Version 1.1, CMU/SEI-93-TR-024, Software Engineering Institute, Carnegie Mellon University, 1993. ",,6
176,"Software Engineering Measurement and Analysis, Process Maturity Profile: Software CMM, CBA IPI and SPA Appraisal Results, 2003 Mid-Year Update, Software Engineering Institute, Carnegie Mellon University September 2003. ",http://www.sei.cmu.edu/sema/pdf/SW-CMM/2003sepSwCMM.pdf,7
177,This module has evolved from a course taught by Mark Ardis at Rose-Hulman University. This link currently leads to the site for the course as taught during the Spring 2005 semester.  The relevant lectures are those from April 14 through April 26.,http://www.rose-hulman.edu/class/csse/csse376/,1
178,A list of all the projects created in CS373 from 1997 to the present; many of these are good candidates for students to review as part of this assignment.,http://www.cs.utexas.edu/users/s2s/admin/s2s-cross-ref.html,1
178,The documentation standards and other documents that guided the creation of the various projects.  The standards have evolved over the semesters.,http://www.cs.utexas.edu/users/s2s/admin/s2s-documents.html,2
178,"Reviews from earlier semesters, organized by project and set up to make the student identity anonymous.  THIS SHOULD NOT BE REVEALED TO STUDENTS!  WHEN I MAKE THE ASSIGNMENT, I OFTEN CONCEAL THIS DIRECTORY ENTIRELY.  (This collection of the reviews has been useful int he process of evolving the projects for other uses.)",http://www.cs.utexas.edu/users/s2s/reviews/,3
178,The projects at this site are more polished than those in the first resource.  These projects have been developed further for inclusion on UT Austin's UTOPIA site.  One can still reach the original project page from the menu on the left for each project.,http://z.cs.utexas.edu/users/s2s/utopia/home/allProjects.php,4
